-20.0,-44557.076,-30031.233
-19.8,-33172.819,-28917.65
-19.6,-37061.376,-27828.712
-19.4,-30129.693,-26764.171
-19.2,-31461.932,-25723.775
-19.0,-16365.5,-24707.276
-18.8,-30935.321,-23714.424
-18.6,-31573.506,-22744.968
-18.4,-23560.855,-21798.659
-18.2,-25778.984,-20875.246
-18.0,-12190.133,-19974.481
-17.8,-23308.988,-19096.113
-17.6,-21036.008,-18239.892
-17.4,-18465.07,-17405.569
-17.2,-11034.788,-16592.893
-17.0,-9729.878,-15801.614
-16.8,-10495.971,-15031.484
-16.6,-6571.677,-14282.252
-16.4,-713.256,-13553.667
-16.2,-2946.437,-12845.481
-16.0,-12451.453,-12157.444
-15.8,-13095.751,-11489.305
-15.6,2825.024,-10840.814
-15.4,-7710.173,-10211.723
-15.2,-5981.928,-9601.78
-15.0,-12840.859,-9010.736
-14.8,-5608.014,-8438.342
-14.6,-10414.584,-7884.347
-14.4,2372.858,-7348.501
-14.2,-13262.594,-6830.555
-14.0,-8144.943,-6330.259
-13.8,2446.675,-5847.363
-13.6,6378.529,-5381.617
-13.4,4627.983,-4932.77
-13.2,-7982.764,-4500.575
-13.0,-435.451,-4084.779
-12.8,435.363,-3685.135
-12.6,-4348.964,-3301.391
-12.4,6576.903,-2933.298
-12.2,3288.07,-2580.606
-12.0,3236.135,-2243.065
-11.8,6879.248,-1920.425
-11.6,445.669,-1612.437
-11.4,1199.517,-1318.85
-11.2,6308.335,-1039.415
-11.0,-6283.484,-773.882
-10.8,4667.998,-522.0
-10.6,-3256.053,-283.521
-10.4,-6602.132,-58.194
-10.2,6944.78,154.23
-10.0,3014.316,354.002
-9.8,-7552.566,541.371
-9.6,-8411.125,716.588
-9.4,332.29,879.901
-9.2,-4179.733,1031.562
-9.0,-8302.675,1171.819
-8.8,9146.057,1300.923
-8.6,-7785.594,1419.124
-8.4,-7101.657,1526.671
-8.2,-2857.186,1623.814
-8.0,-5697.632,1710.803
-7.8,7479.255,1787.888
-7.6,-2314.041,1855.319
-7.4,-6451.067,1913.346
-7.2,-8621.297,1962.218
-7.0,-5490.309,2002.186
-6.8,-8953.052,2033.499
-6.6,-358.471,2056.407
-6.4,-4619.128,2071.16
-6.2,6226.369,2078.008
-6.0,4570.955,2077.201
-5.8,-878.766,2068.988
-5.6,-1954.692,2053.62
-5.4,6329.707,2031.346
-5.2,-7674.329,2002.416
-5.0,7625.537,1967.081
-4.8,-7848.329,1925.589
-4.6,-5913.752,1878.191
-4.4,-8574.711,1825.136
-4.2,-2127.086,1766.676
-4.0,2804.757,1703.058
-3.8,2406.504,1634.534
-3.6,6970.031,1561.352
-3.4,-118.968,1483.764
-3.2,1216.717,1402.019
-3.0,583.428,1316.366
-2.8,-6044.417,1227.055
-2.6,3665.026,1134.337
-2.4,-9827.065,1038.462
-2.2,6259.015,939.678
-2.0,-6268.219,838.237
-1.8,1423.844,734.387
-1.6,8180.696,628.379
-1.4,3406.014,520.462
-1.2,4153.097,410.887
-1.0,8132.034,299.903
-0.8,-7641.017,187.761
-0.6,6874.972,74.709
-0.4,-3813.136,-39.002
-0.2,-6750.699,-153.122
-0.0,-8085.518,-267.401
0.2,-5458.678,-381.59
0.4,1693.588,-495.438
0.6,9254.422,-608.697
0.8,-3879.723,-721.115
1.0,-2525.51,-832.444
1.2,-7315.408,-942.432
1.4,4540.308,-1050.831
1.6,-3230.432,-1157.391
1.8,3948.314,-1261.861
2.0,5387.63,-1363.992
2.2,4433.328,-1463.534
2.4,-7520.05,-1560.237
2.6,5555.368,-1653.851
2.8,-7138.954,-1744.127
3.0,1264.574,-1830.814
3.2,-9723.525,-1913.662
3.4,-4829.583,-1992.422
3.6,1221.199,-2066.844
3.8,-2998.019,-2136.679
4.0,3510.789,-2201.675
4.2,4085.876,-2261.584
4.4,-7030.603,-2316.155
4.6,4389.277,-2365.138
4.8,7131.191,-2408.284
5.0,4843.217,-2445.344
5.2,-5813.757,-2476.066
5.4,-5122.314,-2500.201
5.6,8691.128,-2517.499
5.8,-5618.663,-2527.711
6.0,7405.262,-2530.587
6.2,8504.988,-2525.876
6.4,-1884.846,-2513.329
6.6,-7927.407,-2492.695
6.8,-2831.289,-2463.726
7.0,6456.018,-2426.171
7.2,4005.663,-2379.781
7.4,7656.98,-2324.305
7.6,6141.908,-2259.494
7.8,-9509.792,-2185.097
8.0,9679.421,-2100.865
8.2,-1124.112,-2006.548
8.4,9614.754,-1901.897
8.6,-3066.112,-1786.661
8.8,-7743.918,-1660.59
9.0,10010.19,-1523.435
9.2,1979.137,-1374.946
9.4,-2257.722,-1214.872
9.6,-700.727,-1042.964
9.8,-4767.02,-858.973
10.0,8307.864,-662.648
10.2,-2890.172,-453.739
10.4,6728.361,-231.997
10.6,-3364.952,2.828
10.8,-4307.632,250.987
11.0,-5900.175,512.728
11.2,-5835.498,788.303
11.4,3782.249,1077.96
11.6,-6036.028,1381.95
11.8,8749.184,1700.522
12.0,4698.292,2033.927
12.2,-2858.851,2382.414
12.4,649.18,2746.233
12.6,5975.669,3125.634
12.8,-3766.905,3520.867
13.0,7618.336,3932.181
13.2,-6007.378,4359.827
13.4,10454.668,4804.054
13.6,-6982.939,5265.113
13.8,9499.879,5743.252
14.0,2187.495,6238.723
14.2,-5017.173,6751.774
14.4,7158.143,7282.656
14.6,8788.006,7831.619
