-20.0,-44557.076,-41360.289
-19.8,-33172.819,-38424.127
-19.6,-37061.376,-35660.401
-19.4,-30129.693,-33061.017
-19.2,-31461.932,-30618.183
-19.0,-16365.5,-28324.398
-18.8,-30935.321,-26172.446
-18.6,-31573.506,-24155.386
-18.4,-23560.855,-22266.546
-18.2,-25778.984,-20499.513
-18.0,-12190.133,-18848.125
-17.8,-23308.988,-17306.466
-17.6,-21036.008,-15868.855
-17.4,-18465.07,-14529.842
-17.2,-11034.788,-13284.197
-17.0,-9729.878,-12126.91
-16.8,-10495.971,-11053.174
-16.6,-6571.677,-10058.388
-16.4,-713.256,-9138.144
-16.2,-2946.437,-8288.225
-16.0,-12451.453,-7504.594
-15.8,-13095.751,-6783.393
-15.6,2825.024,-6120.934
-15.4,-7710.173,-5513.694
-15.2,-5981.928,-4958.309
-15.0,-12840.859,-4451.568
-14.8,-5608.014,-3990.41
-14.6,-10414.584,-3571.916
-14.4,2372.858,-3193.305
-14.2,-13262.594,-2851.929
-14.0,-8144.943,-2545.27
-13.8,2446.675,-2270.931
-13.6,6378.529,-2026.634
-13.4,4627.983,-1810.216
-13.2,-7982.764,-1619.626
-13.0,-435.451,-1452.914
-12.8,435.363,-1308.237
-12.6,-4348.964,-1183.846
-12.4,6576.903,-1078.086
-12.2,3288.07,-989.394
-12.0,3236.135,-916.293
-11.8,6879.248,-857.386
-11.6,445.669,-811.359
-11.4,1199.517,-776.971
-11.2,6308.335,-753.057
-11.0,-6283.484,-738.518
-10.8,4667.998,-732.325
-10.6,-3256.053,-733.51
-10.4,-6602.132,-741.167
-10.2,6944.78,-754.45
-10.0,3014.316,-772.565
-9.8,-7552.566,-794.773
-9.6,-8411.125,-820.385
-9.4,332.29,-848.76
-9.2,-4179.733,-879.303
-9.0,-8302.675,-911.464
-8.8,9146.057,-944.731
-8.6,-7785.594,-978.635
-8.4,-7101.657,-1012.743
-8.2,-2857.186,-1046.657
-8.0,-5697.632,-1080.013
-7.8,7479.255,-1112.48
-7.6,-2314.041,-1143.756
-7.4,-6451.067,-1173.57
-7.2,-8621.297,-1201.676
-7.0,-5490.309,-1227.855
-6.8,-8953.052,-1251.912
-6.6,-358.471,-1273.674
-6.4,-4619.128,-1292.993
-6.2,6226.369,-1309.737
-6.0,4570.955,-1323.797
-5.8,-878.766,-1335.082
-5.6,-1954.692,-1343.516
-5.4,6329.707,-1349.042
-5.2,-7674.329,-1351.616
-5.0,7625.537,-1351.209
-4.8,-7848.329,-1347.808
-4.6,-5913.752,-1341.408
-4.4,-8574.711,-1332.021
-4.2,-2127.086,-1319.666
-4.0,2804.757,-1304.376
-3.8,2406.504,-1286.192
-3.6,6970.031,-1265.164
-3.4,-118.968,-1241.353
-3.2,1216.717,-1214.825
-3.0,583.428,-1185.656
-2.8,-6044.417,-1153.929
-2.6,3665.026,-1119.732
-2.4,-9827.065,-1083.161
-2.2,6259.015,-1044.317
-2.0,-6268.219,-1003.306
-1.8,1423.844,-960.241
-1.6,8180.696,-915.238
-1.4,3406.014,-868.418
-1.2,4153.097,-819.905
-1.0,8132.034,-769.827
-0.8,-7641.017,-718.317
-0.6,6874.972,-665.51
-0.4,-3813.136,-611.544
-0.2,-6750.699,-556.558
-0.0,-8085.518,-500.695
0.2,-5458.678,-444.099
0.4,1693.588,-386.918
0.6,9254.422,-329.297
0.8,-3879.723,-271.385
1.0,-2525.51,-213.332
1.2,-7315.408,-155.287
1.4,4540.308,-97.401
1.6,-3230.432,-39.821
1.8,3948.314,17.302
2.0,5387.63,73.82
2.2,4433.328,129.587
2.4,-7520.05,184.458
2.6,5555.368,238.289
2.8,-7138.954,290.941
3.0,1264.574,342.275
3.2,-9723.525,392.158
3.4,-4829.583,440.459
3.6,1221.199,487.055
3.8,-2998.019,531.823
4.0,3510.789,574.651
4.2,4085.876,615.429
4.4,-7030.603,654.057
4.6,4389.277,690.442
4.8,7131.191,724.499
5.0,4843.217,756.152
5.2,-5813.757,785.338
5.4,-5122.314,812.002
5.6,8691.128,836.103
5.8,-5618.663,857.612
6.0,7405.262,876.514
6.2,8504.988,892.81
6.4,-1884.846,906.517
6.6,-7927.407,917.67
6.8,-2831.289,926.323
7.0,6456.018,932.55
7.2,4005.663,936.445
7.4,7656.98,938.127
7.6,6141.908,937.739
7.8,-9509.792,935.451
8.0,9679.421,931.458
8.2,-1124.112,925.989
8.4,9614.754,919.301
8.6,-3066.112,911.685
8.8,-7743.918,903.467
9.0,10010.19,895.011
9.2,1979.137,886.721
9.4,-2257.722,879.041
9.6,-700.727,872.458
9.8,-4767.02,867.509
10.0,8307.864,864.777
10.2,-2890.172,864.895
10.4,6728.361,868.553
10.6,-3364.952,876.495
10.8,-4307.632,889.527
11.0,-5900.175,908.514
11.2,-5835.498,934.39
11.4,3782.249,968.156
11.6,-6036.028,1010.882
11.8,8749.184,1063.718
12.0,4698.292,1127.89
12.2,-2858.851,1204.704
12.4,649.18,1295.556
12.6,5975.669,1401.928
12.8,-3766.905,1525.398
13.0,7618.336,1667.638
13.2,-6007.378,1830.424
13.4,10454.668,2015.638
13.6,-6982.939,2225.27
13.8,9499.879,2461.425
14.0,2187.495,2726.329
14.2,-5017.173,3022.33
14.4,7158.143,3351.904
14.6,8788.006,3717.662
14.8,1570.067,4122.354
15.0,9195.535,4568.873
15.2,15406.265,5060.262
15.4,14248.504,5599.717
15.6,14270.538,6190.597
15.8,4993.77,6836.427
16.0,7323.764,7540.902
16.2,280.945,8307.898
16.4,4867.39,9141.474
16.6,4224.027,10045.88
16.8,18587.004,11025.564
17.0,16216.636,12085.178
17.2,14541.122,13229.583
17.4,6955.207,14463.862
17.6,7426.349,15793.318
17.8,12236.921,17223.491
18.0,9565.267,18760.158
18.2,25336.2,20409.343
18.4,23380.617,22177.327
18.6,18515.617,24070.654
18.8,33306.442,26096.138
19.0,34817.04,28260.872
19.2,23522.69,30572.24
19.4,40008.147,33037.919
19.6,37155.555,35665.893
19.8,38307.148,38464.461
20.0,39876.536,41442.244
