-20.0,-44557.076,-30413.375
-19.8,-33172.819,-29261.578
-19.6,-37061.376,-28136.154
-19.4,-30129.693,-27036.814
-19.2,-31461.932,-25963.268
-19.0,-16365.5,-24915.225
-18.8,-30935.321,-23892.396
-18.6,-31573.506,-22894.493
-18.4,-23560.855,-21921.227
-18.2,-25778.984,-20972.309
-18.0,-12190.133,-20047.452
-17.8,-23308.988,-19146.369
-17.6,-21036.008,-18268.773
-17.4,-18465.07,-17414.378
-17.2,-11034.788,-16582.896
-17.0,-9729.878,-15774.043
-16.8,-10495.971,-14987.534
-16.6,-6571.677,-14223.084
-16.4,-713.256,-13480.407
-16.2,-2946.437,-12759.221
-16.0,-12451.453,-12059.242
-15.8,-13095.751,-11380.186
-15.6,2825.024,-10721.771
-15.4,-7710.173,-10083.715
-15.2,-5981.928,-9465.735
-15.0,-12840.859,-8867.551
-14.8,-5608.014,-8288.88
-14.6,-10414.584,-7729.443
-14.4,2372.858,-7188.959
-14.2,-13262.594,-6667.148
-14.0,-8144.943,-6163.731
-13.8,2446.675,-5678.428
-13.6,6378.529,-5210.962
-13.4,4627.983,-4761.054
-13.2,-7982.764,-4328.426
-13.0,-435.451,-3912.801
-12.8,435.363,-3513.902
-12.6,-4348.964,-3131.452
-12.4,6576.903,-2765.176
-12.2,3288.07,-2414.797
-12.0,3236.135,-2080.04
-11.8,6879.248,-1760.631
-11.6,445.669,-1456.294
-11.4,1199.517,-1166.757
-11.2,6308.335,-891.745
-11.0,-6283.484,-630.984
-10.8,4667.998,-384.203
-10.6,-3256.053,-151.129
-10.4,-6602.132,68.511
-10.2,6944.78,274.988
-10.0,3014.316,468.572
-9.8,-7552.566,649.535
-9.6,-8411.125,818.147
-9.4,332.29,974.678
-9.2,-4179.733,1119.398
-9.0,-8302.675,1252.575
-8.8,9146.057,1374.478
-8.6,-7785.594,1485.376
-8.4,-7101.657,1585.536
-8.2,-2857.186,1675.226
-8.0,-5697.632,1754.713
-7.8,7479.255,1824.263
-7.6,-2314.041,1884.143
-7.4,-6451.067,1934.618
-7.2,-8621.297,1975.954
-7.0,-5490.309,2008.415
-6.8,-8953.052,2032.267
-6.6,-358.471,2047.773
-6.4,-4619.128,2055.198
-6.2,6226.369,2054.804
-6.0,4570.955,2046.854
-5.8,-878.766,2031.611
-5.6,-1954.692,2009.337
-5.4,6329.707,1980.293
-5.2,-7674.329,1944.741
-5.0,7625.537,1902.941
-4.8,-7848.329,1855.155
-4.6,-5913.752,1801.641
-4.4,-8574.711,1742.66
-4.2,-2127.086,1678.471
-4.0,2804.757,1609.332
-3.8,2406.504,1535.502
-3.6,6970.031,1457.238
-3.4,-118.968,1374.799
-3.2,1216.717,1288.441
-3.0,583.428,1198.422
-2.8,-6044.417,1104.996
-2.6,3665.026,1008.421
-2.4,-9827.065,908.951
-2.2,6259.015,806.842
-2.0,-6268.219,702.348
-1.8,1423.844,595.723
-1.6,8180.696,487.222
-1.4,3406.014,377.097
-1.2,4153.097,265.602
-1.0,8132.034,152.989
-0.8,-7641.017,39.511
-0.6,6874.972,-74.582
-0.4,-3813.136,-189.038
-0.2,-6750.699,-303.605
-0.0,-8085.518,-418.033
0.2,-5458.678,-532.073
0.4,1693.588,-645.475
0.6,9254.422,-757.988
0.8,-3879.723,-869.366
1.0,-2525.51,-979.358
1.2,-7315.408,-1087.717
1.4,4540.308,-1194.197
1.6,-3230.432,-1298.548
1.8,3948.314,-1400.525
2.0,5387.63,-1499.881
2.2,4433.328,-1596.371
2.4,-7520.05,-1689.748
2.6,5555.368,-1779.768
2.8,-7138.954,-1866.186
3.0,1264.574,-1948.758
3.2,-9723.525,-2027.239
3.4,-4829.583,-2101.387
